customer_id,segment_name,recency,frequency,monetary,return_rate,avg_discount_pct,ticket_count,negative_ticket_rate,sessions_30d,campaign_clicks_30d,category_diversity
CUST00029,Dormant Customers,18,8,5252.9,0.0,0.23374999999999999,0.0,0.0,1,0,3
CUST00030,Dormant Customers,5,6,3435.5899999999997,0.0,0.34,2.0,1.0,11,0,5
CUST00031,Dormant Customers,49,1,672.95,0.0,0.24,0.0,0.0,6,0,1
CUST00032,Discount Sensitive,33,3,1948.75,0.0,0.3666666666666667,0.0,0.0,12,0,3
CUST00033,Discount Sensitive,12,4,2128.09,0.5,0.405,2.0,1.0,7,0,4
CUST00034,Loyal Customers,50,6,3353.01,0.0,0.26166666666666666,3.0,0.3333333333333333,7,2,3
CUST00035,Dormant Customers,127,3,1369.71,0.0,0.24333333333333332,0.0,0.0,6,0,3
CUST00036,Discount Sensitive,27,4,1737.33,0.25,0.365,1.0,1.0,0,0,4
CUST00037,Discount Sensitive,102,1,435.83,0.0,0.43,0.0,0.0,5,0,1
CUST00038,Dormant Customers,51,4,2104.61,0.0,0.355,1.0,0.0,5,0,4
CUST00039,Dormant Customers,15,3,1598.49,0.0,0.2966666666666667,0.0,0.0,6,1,3
CUST00040,Discount Sensitive,154,1,634.73,0.0,0.38,1.0,0.0,1,0,1
CUST00041,Dormant Customers,54,4,1911.8600000000001,0.0,0.3475,1.0,1.0,5,2,3
CUST00042,Loyal Customers,87,9,7523.74,0.2222222222222222,0.21888888888888888,6.0,0.8333333333333334,3,2,5
CUST00043,Discount Sensitive,24,1,363.01,0.0,0.43,0.0,0.0,3,0,1
CUST00044,Discount Sensitive,72,3,2724.09,0.0,0.38666666666666666,1.0,1.0,6,2,2
CUST00045,Dormant Customers,96,1,413.75,0.0,0.33,0.0,0.0,6,1,1
CUST00046,Dormant Customers,127,1,489.87,0.0,0.13,0.0,0.0,7,0,1
CUST00047,Dormant Customers,204,1,764.43,0.0,0.16,0.0,0.0,2,1,1
CUST00048,Dormant Customers,61,4,2450.45,0.25,0.3125,1.0,1.0,12,0,3
CUST00049,Discount Sensitive,8,1,380.83,0.0,0.47,0.0,0.0,4,1,1
CUST00050,Dormant Customers,0,3,2466.39,0.3333333333333333,0.3333333333333333,1.0,1.0,3,1,3
CUST00051,High Value But Unhappy,210,4,4444.3,0.0,0.3525,2.0,1.0,6,2,3
CUST00052,Dormant Customers,55,3,2807.14,0.3333333333333333,0.21,1.0,1.0,7,0,2
CUST00053,High Value But Unhappy,25,4,4192.59,0.0,0.395,2.0,1.0,9,1,3
CUST00054,Dormant Customers,6,1,489.85,0.0,0.25,0.0,0.0,3,0,1
CUST00055,Dormant Customers,3,3,1308.35,0.0,0.24666666666666667,1.0,1.0,6,2,2
CUST00056,Dormant Customers,9,4,3530.41,0.0,0.28500000000000003,1.0,1.0,3,0,3
CUST00057,Dormant Customers,136,2,2510.83,0.0,0.245,0.0,0.0,7,1,2
CUST00058,Dormant Customers,42,4,2451.54,0.0,0.23249999999999998,0.0,0.0,2,4,3
CUST00059,Dormant Customers,2,3,2852.63,0.0,0.32666666666666666,0.0,0.0,3,0,2
CUST00060,Discount Sensitive,145,1,293.22,0.0,0.36,0.0,0.0,5,0,1
CUST00061,Discount Sensitive,14,4,1966.0900000000001,0.0,0.41,1.0,1.0,4,1,4
CUST00062,Dormant Customers,21,4,2805.19,0.0,0.2525,1.0,1.0,9,1,3
CUST00063,Dormant Customers,216,1,397.69,0.0,0.22,1.0,1.0,0,0,1
CUST00064,Discount Sensitive,2,1,654.93,0.0,0.43,0.0,0.0,8,0,1
CUST00065,Dormant Customers,6,1,1911.67,0.0,0.0,0.0,0.0,3,2,1
CUST00066,Loyal Customers,320,5,4598.95,0.0,0.292,1.0,1.0,11,1,5
CUST00067,Dormant Customers,63,2,1246.44,0.5,0.19999999999999998,1.0,1.0,1,2,2
CUST00068,Dormant Customers,346,3,2123.66,0.3333333333333333,0.24333333333333332,1.0,1.0,5,1,3
CUST00069,Dormant Customers,29,2,874.47,0.0,0.225,0.0,0.0,9,1,2
CUST00070,Dormant Customers,38,1,542.98,0.0,0.34,0.0,0.0,1,0,1
CUST00071,Dormant Customers,32,1,2062.5,0.0,0.08,1.0,1.0,1,2,1
CUST00072,Dormant Customers,90,4,2587.02,0.0,0.1925,0.0,0.0,7,1,3
CUST00073,Loyal Customers,8,5,4077.07,0.0,0.154,0.0,0.0,7,1,3
CUST00074,Discount Sensitive,7,4,2523.65,0.25,0.39,1.0,1.0,14,1,4
CUST00075,Champions,3,9,6791.61,0.0,0.3011111111111111,4.0,1.0,10,0,5
CUST00076,Dormant Customers,20,2,1385.27,0.0,0.22000000000000003,0.0,0.0,17,0,1
CUST00077,Discount Sensitive,109,1,394.32,0.0,0.36,0.0,0.0,0,0,1
CUST00078,Discount Sensitive,139,1,894.45,1.0,0.42,1.0,1.0,5,0,1
CUST00079,Dormant Customers,191,1,619.57,0.0,0.05,0.0,0.0,2,0,1
CUST00080,Dormant Customers,50,3,2563.41,0.0,0.18999999999999997,0.0,0.0,11,0,3
CUST00081,Champions,19,8,5311.16,0.25,0.16,3.0,1.0,12,0,4
CUST00082,Dormant Customers,254,3,1671.25,0.0,0.17,0.0,0.0,7,3,2
CUST00083,Dormant Customers,89,2,806.87,0.5,0.33499999999999996,1.0,1.0,9,0,1
CUST00084,Dormant Customers,167,1,1273.18,0.0,0.12,0.0,0.0,11,1,1
CUST00085,Dormant Customers,14,1,1257.8,0.0,0.2,0.0,0.0,8,0,1
CUST00086,Loyal Customers,21,5,2195.41,0.0,0.266,1.0,1.0,7,2,1
CUST00087,Discount Sensitive,44,1,933.58,0.0,0.38,0.0,0.0,1,0,1
CUST00088,High Value But Unhappy,98,12,6774.5,0.0,0.365,1.0,1.0,9,0,5
CUST00089,Dormant Customers,165,2,2825.75,0.0,0.25,0.0,0.0,12,3,2
CUST00090,Discount Sensitive,80,4,1966.31,0.0,0.375,1.0,1.0,5,0,3
CUST00091,Dormant Customers,90,4,3726.87,0.0,0.16499999999999998,1.0,0.0,9,0,3
CUST00092,Dormant Customers,21,1,430.85,0.0,0.26,0.0,0.0,1,0,1
CUST00093,Dormant Customers,85,1,759.64,0.0,0.12,0.0,0.0,16,4,1
CUST00094,Dormant Customers,183,4,3557.43,0.0,0.1975,2.0,1.0,6,1,3
CUST00095,Discount Sensitive,65,1,372.65,0.0,0.41,1.0,1.0,10,1,1
CUST00096,Discount Sensitive,61,3,1563.75,0.3333333333333333,0.37666666666666665,1.0,1.0,12,0,3
CUST00097,High Value But Unhappy,1,7,4703.46,0.14285714285714285,0.3685714285714286,2.0,0.5,0,0,4
CUST00098,Dormant Customers,184,2,1843.57,0.0,0.195,1.0,1.0,8,0,2
CUST00099,Loyal Customers,144,5,3410.87,0.0,0.192,1.0,1.0,4,2,4
CUST00100,Dormant Customers,70,1,372.37,0.0,0.29,0.0,0.0,1,0,1
CUST00101,Dormant Customers,108,5,3514.87,0.0,0.274,2.0,1.0,2,0,5
CUST00102,Dormant Customers,83,1,732.65,0.0,0.16,0.0,0.0,2,0,1
CUST00103,Dormant Customers,21,1,1469.96,0.0,0.08,0.0,0.0,6,1,1
CUST00104,Dormant Customers,93,1,955.63,0.0,0.31,0.0,0.0,3,0,1
CUST00105,Dormant Customers,46,1,2052.43,0.0,0.18,0.0,0.0,1,0,1
CUST00106,High Value But Unhappy,61,7,4352.11,0.0,0.2814285714285714,1.0,1.0,5,0,4
CUST00107,Dormant Customers,12,3,3548.15,0.0,0.11333333333333334,0.0,0.0,2,0,2
CUST00108,Dormant Customers,44,1,1074.5,1.0,0.22,1.0,1.0,5,0,1
CUST00109,Loyal Customers,92,5,3837.05,0.0,0.332,0.0,0.0,1,1,3
CUST00110,Dormant Customers,35,6,3922.07,0.0,0.26333333333333336,2.0,1.0,4,0,4
CUST00111,Dormant Customers,178,1,1135.09,0.0,0.23,0.0,0.0,3,0,1
CUST00112,High Value But Unhappy,0,8,5576.25,0.125,0.23875,1.0,1.0,4,0,4
CUST00113,Discount Sensitive,28,2,1601.31,0.0,0.385,0.0,0.0,17,0,2
CUST00114,Loyal Customers,239,6,5133.53,0.0,0.265,1.0,1.0,3,1,4
CUST00115,Dormant Customers,159,1,596.54,0.0,0.14,1.0,1.0,12,2,1
CUST00116,Loyal Customers,143,6,5635.9,0.0,0.18666666666666668,0.0,0.0,10,2,5
CUST00117,Dormant Customers,123,4,2534.33,0.0,0.16499999999999998,0.0,0.0,2,0,4
CUST00118,Dormant Customers,27,1,689.56,0.0,0.18,0.0,0.0,2,0,1
CUST00119,Dormant Customers,69,3,2848.36,0.0,0.3466666666666667,1.0,1.0,12,0,1
CUST00120,Dormant Customers,26,1,261.95,0.0,0.27,0.0,0.0,6,0,1
CUST00121,Dormant Customers,27,2,2496.0299999999997,0.0,0.19,0.0,0.0,5,1,1
CUST00122,Discount Sensitive,106,2,2048.93,0.0,0.36,0.0,0.0,10,4,2
CUST00123,Dormant Customers,102,6,2989.07,0.16666666666666666,0.34833333333333333,3.0,1.0,2,0,3
CUST00124,Dormant Customers,194,4,2570.5,0.0,0.3375,0.0,0.0,5,0,2
CUST00125,Discount Sensitive,8,2,1698.4,0.0,0.395,0.0,0.0,0,1,2
CUST00126,Discount Sensitive,57,2,1260.02,0.0,0.43,0.0,0.0,5,0,1
CUST00127,Dormant Customers,24,2,729.55,0.0,0.29500000000000004,0.0,0.0,3,0,1
CUST00128,Discount Sensitive,19,2,1716.68,0.0,0.42000000000000004,0.0,0.0,15,0,1
CUST00129,Dormant Customers,83,3,3369.08,0.3333333333333333,0.3133333333333333,2.0,0.0,7,0,2
CUST00130,Discount Sensitive,88,1,1272.47,0.0,0.48,0.0,0.0,9,0,1
CUST00131,Dormant Customers,67,6,6830.01,0.0,0.29,0.0,0.0,4,0,3
CUST00132,Dormant Customers,117,5,4876.780000000001,0.0,0.346,0.0,0.0,1,0,3
CUST00133,Loyal Customers,54,8,5982.58,0.0,0.3,1.0,1.0,5,1,4
CUST00134,High Value But Unhappy,35,5,4075.34,0.2,0.292,3.0,0.6666666666666666,11,0,3
CUST00135,Dormant Customers,333,4,2534.18,0.0,0.29000000000000004,0.0,0.0,3,1,3
CUST00136,Dormant Customers,71,1,514.9,0.0,0.3,0.0,0.0,7,0,1
CUST00137,Dormant Customers,177,2,1035.87,0.0,0.315,0.0,0.0,4,0,2
CUST00138,Discount Sensitive,61,1,905.11,0.0,0.46,0.0,0.0,5,1,1
CUST00139,Dormant Customers,28,2,1715.4,0.0,0.295,2.0,1.0,5,0,2
CUST00140,Dormant Customers,6,4,3768.34,0.0,0.28250000000000003,2.0,1.0,14,0,3
CUST00141,Dormant Customers,28,1,647.85,0.0,0.23,0.0,0.0,4,1,1
CUST00142,Discount Sensitive,169,5,1880.0,0.0,0.4,0.0,0.0,2,0,4
CUST00143,Loyal Customers,32,6,7407.96,0.0,0.17333333333333334,0.0,0.0,5,1,4
CUST00144,Loyal Customers,86,9,6186.54,0.1111111111111111,0.31555555555555553,3.0,0.6666666666666666,8,2,5
CUST00145,Dormant Customers,30,1,502.35,0.0,0.11,0.0,0.0,0,0,1
CUST00146,Loyal Customers,108,5,5942.68,0.2,0.188,1.0,1.0,4,1,5
CUST00147,Dormant Customers,84,3,2809.3199999999997,0.0,0.18333333333333335,1.0,0.0,1,0,2
CUST00148,Dormant Customers,4,4,3013.01,0.0,0.23249999999999998,1.0,1.0,5,1,3
CUST00149,Dormant Customers,8,1,787.94,0.0,0.2,0.0,0.0,8,0,1
CUST00150,Discount Sensitive,45,3,1355.63,0.0,0.39666666666666667,0.0,0.0,6,2,3
CUST00151,High Value But Unhappy,62,7,5530.69,0.0,0.30428571428571427,3.0,1.0,7,0,5
CUST00152,Loyal Customers,46,7,4989.280000000001,0.14285714285714285,0.3742857142857143,4.0,1.0,19,3,3
CUST00153,Discount Sensitive,3,1,977.12,0.0,0.37,0.0,0.0,6,0,1
CUST00154,Dormant Customers,10,8,7145.24,0.0,0.23375,0.0,0.0,8,0,4
CUST00155,Discount Sensitive,2,3,2024.8,0.0,0.39666666666666667,0.0,0.0,6,0,2
CUST00156,High Value But Unhappy,34,2,4241.75,0.5,0.14500000000000002,1.0,0.0,14,0,1
CUST00157,Loyal Customers,0,5,2269.91,0.0,0.238,1.0,1.0,3,1,3
CUST00158,Dormant Customers,155,1,812.34,0.0,0.25,0.0,0.0,8,1,1
CUST00159,Dormant Customers,474,2,3713.77,0.0,0.27,0.0,0.0,0,0,2
CUST00160,Dormant Customers,177,2,1064.66,0.0,0.28500000000000003,1.0,1.0,4,0,2
CUST00161,Dormant Customers,20,4,4490.9,0.0,0.2625,0.0,0.0,7,1,3
CUST00162,Dormant Customers,91,2,1194.5900000000001,0.0,0.29000000000000004,0.0,0.0,2,0,1
CUST00163,Discount Sensitive,70,1,275.41,0.0,0.37,0.0,0.0,3,2,1
CUST00164,High Value But Unhappy,222,5,4657.03,0.0,0.24,1.0,1.0,1,0,4
CUST00165,Dormant Customers,103,3,1825.77,0.0,0.31,0.0,0.0,2,0,1
CUST00166,Discount Sensitive,15,1,1269.41,0.0,0.37,1.0,0.0,1,0,1
CUST00167,Dormant Customers,219,1,423.24,0.0,0.24,0.0,0.0,0,1,1
CUST00168,Dormant Customers,85,4,4159.16,0.0,0.1625,0.0,0.0,2,0,3
CUST00169,Dormant Customers,222,1,1799.45,0.0,0.12,0.0,0.0,1,0,1
CUST00170,High Value But Unhappy,9,10,6759.48,0.0,0.27,1.0,1.0,5,0,3
CUST00171,Discount Sensitive,12,1,1077.78,0.0,0.38,0.0,0.0,9,0,1
CUST00172,Loyal Customers,8,7,4910.65,0.0,0.36428571428571427,3.0,0.6666666666666666,5,2,4
CUST00173,Discount Sensitive,79,5,1431.69,0.0,0.384,1.0,1.0,10,0,2
CUST00174,Dormant Customers,86,6,2361.28,0.16666666666666666,0.31166666666666665,2.0,0.5,14,0,4
CUST00175,Dormant Customers,59,4,3568.3199999999997,0.0,0.225,1.0,1.0,5,0,3
CUST00176,Dormant Customers,37,3,3830.31,0.0,0.3433333333333333,0.0,0.0,12,0,3
CUST00177,Discount Sensitive,82,2,1003.66,0.0,0.45999999999999996,0.0,0.0,12,0,1
CUST00178,Champions,5,8,5602.76,0.25,0.27625,4.0,1.0,10,0,6
CUST00179,Discount Sensitive,38,3,1585.62,0.0,0.44333333333333336,2.0,0.5,11,2,2
CUST00180,Dormant Customers,96,2,1570.85,0.5,0.26,1.0,1.0,9,0,1
CUST00181,Dormant Customers,6,1,1107.73,0.0,0.0,0.0,0.0,7,1,1
CUST00182,Dormant Customers,31,1,305.3,0.0,0.31,0.0,0.0,12,0,1
CUST00183,Dormant Customers,152,3,3246.8900000000003,0.0,0.25,1.0,1.0,1,1,3
CUST00184,High Value But Unhappy,14,5,5072.85,0.0,0.27199999999999996,2.0,0.5,6,0,3
CUST00185,Loyal Customers,114,7,4179.18,0.0,0.33428571428571424,0.0,0.0,11,1,5
CUST00186,Dormant Customers,41,1,714.65,0.0,0.33,1.0,1.0,2,0,1
CUST00187,Discount Sensitive,149,3,1344.75,0.0,0.5099999999999999,1.0,1.0,0,1,3
CUST00188,High Value But Unhappy,29,7,5810.17,0.14285714285714285,0.3085714285714286,3.0,1.0,11,0,4
CUST00189,High Value But Unhappy,140,9,5900.65,0.1111111111111111,0.23333333333333334,3.0,0.6666666666666666,10,0,5
CUST00190,Dormant Customers,6,1,482.88,0.0,0.13,1.0,1.0,6,0,1
CUST00191,Dormant Customers,28,1,149.0,0.0,0.34,0.0,0.0,6,0,1
CUST00192,Dormant Customers,55,3,2263.95,0.0,0.28,0.0,0.0,8,1,3
CUST00193,Dormant Customers,157,1,424.74,0.0,0.21,0.0,0.0,3,2,1
CUST00194,Loyal Customers,80,5,3878.09,0.4,0.36,3.0,1.0,13,3,3
CUST00195,Dormant Customers,23,1,654.27,0.0,0.17,1.0,1.0,5,0,1
CUST00196,Dormant Customers,24,2,1272.38,0.0,0.28,1.0,1.0,1,0,2
CUST00197,Champions,15,9,8552.59,0.0,0.30444444444444446,3.0,1.0,11,0,6
CUST00198,Loyal Customers,37,9,7595.96,0.0,0.28444444444444444,2.0,1.0,1,1,4
CUST00199,Dormant Customers,6,4,3273.56,0.0,0.22749999999999998,1.0,1.0,3,0,4
CUST00200,Loyal Customers,15,6,6239.45,0.0,0.17166666666666666,1.0,1.0,7,4,4
CUST00201,High Value But Unhappy,93,7,6691.56,0.0,0.23857142857142857,2.0,0.5,3,0,5
CUST00202,Dormant Customers,141,1,1220.26,0.0,0.33,0.0,0.0,9,1,1
CUST00203,Discount Sensitive,114,2,743.3499999999999,0.0,0.39,0.0,0.0,6,0,2
CUST00204,Dormant Customers,42,5,2706.75,0.0,0.284,0.0,0.0,17,0,3
CUST00205,Dormant Customers,30,5,3202.69,0.0,0.23399999999999999,0.0,0.0,13,0,4
CUST00206,Loyal Customers,118,10,6479.7,0.1,0.265,3.0,1.0,7,2,4
CUST00207,Discount Sensitive,18,1,193.1,0.0,0.62,0.0,0.0,11,2,1
CUST00208,Loyal Customers,91,6,6865.35,0.0,0.20000000000000004,1.0,1.0,2,1,4
CUST00209,Dormant Customers,279,5,3422.88,0.2,0.192,1.0,1.0,3,0,3
CUST00210,Dormant Customers,128,2,1254.8700000000001,0.0,0.27,0.0,0.0,3,0,2
CUST00211,High Value But Unhappy,90,5,27215.920000000002,0.0,0.324,1.0,1.0,4,0,3
CUST00212,Dormant Customers,204,3,2071.6800000000003,0.0,0.32666666666666666,0.0,0.0,3,1,3
CUST00213,Dormant Customers,86,2,1680.61,1.0,0.2,2.0,1.0,2,0,2
CUST00214,Dormant Customers,64,1,1427.16,0.0,0.22,0.0,0.0,3,0,1
CUST00215,Dormant Customers,34,3,1564.1,0.0,0.19666666666666666,1.0,1.0,8,2,2
CUST00216,Dormant Customers,48,1,1349.42,1.0,0.27,1.0,1.0,7,0,1
CUST00217,Dormant Customers,79,3,1179.94,0.0,0.35333333333333333,0.0,0.0,2,0,2
CUST00218,Dormant Customers,23,2,1492.68,0.0,0.13,0.0,0.0,1,0,1
CUST00219,Loyal Customers,154,6,2782.79,0.0,0.36166666666666664,1.0,1.0,3,1,3
CUST00220,Dormant Customers,25,3,1450.4099999999999,0.0,0.21666666666666667,1.0,0.0,14,2,3
CUST00221,Dormant Customers,7,2,781.03,0.0,0.345,0.0,0.0,16,2,2
CUST00222,Discount Sensitive,186,2,1259.5,0.0,0.45,1.0,1.0,1,0,1
CUST00223,Discount Sensitive,103,1,757.58,0.0,0.53,1.0,1.0,1,0,1
CUST00224,Dormant Customers,89,2,1839.95,0.5,0.32,1.0,1.0,1,1,2
CUST00225,Dormant Customers,88,3,3012.6,0.0,0.32,0.0,0.0,3,0,3
CUST00226,Dormant Customers,54,3,2345.42,0.3333333333333333,0.15666666666666668,1.0,1.0,6,0,1
CUST00227,High Value But Unhappy,153,6,4383.02,0.16666666666666666,0.2816666666666667,2.0,1.0,0,0,3
CUST00228,Loyal Customers,82,7,4150.72,0.14285714285714285,0.33428571428571424,2.0,1.0,6,2,4
CUST00229,Dormant Customers,92,5,3077.41,0.0,0.304,1.0,0.0,8,0,4
CUST00230,Loyal Customers,37,8,7503.74,0.0,0.2175,2.0,0.0,17,1,4
CUST00231,Dormant Customers,23,3,1558.41,0.0,0.19333333333333333,0.0,0.0,6,0,1
CUST00232,Dormant Customers,55,1,786.26,0.0,0.33,0.0,0.0,2,0,1
CUST00233,Dormant Customers,361,3,1626.9899999999998,0.0,0.2866666666666667,0.0,0.0,5,1,3
CUST00234,Dormant Customers,17,4,2458.9700000000003,0.0,0.195,0.0,0.0,6,0,3
CUST00235,Dormant Customers,125,4,2278.82,0.0,0.225,0.0,0.0,2,0,3
CUST00236,Discount Sensitive,62,1,782.89,0.0,0.37,1.0,0.0,8,0,1
CUST00237,Dormant Customers,15,4,3607.29,0.0,0.2525,0.0,0.0,8,1,2
CUST00238,Dormant Customers,78,2,2181.78,0.0,0.185,2.0,0.5,1,0,1
CUST00239,Discount Sensitive,320,1,208.1,0.0,0.51,0.0,0.0,4,0,1
CUST00240,Dormant Customers,56,2,2277.31,0.0,0.18,1.0,1.0,4,0,2
CUST00241,Discount Sensitive,6,3,3041.48,0.0,0.38999999999999996,0.0,0.0,12,1,3
CUST00242,Loyal Customers,82,6,3655.25,0.0,0.29833333333333334,0.0,0.0,11,5,3
CUST00243,Discount Sensitive,69,4,3129.06,0.25,0.395,1.0,0.0,3,0,1
CUST00244,Dormant Customers,144,2,2449.86,0.0,0.22499999999999998,0.0,0.0,1,0,1
CUST00245,Discount Sensitive,73,2,1245.78,0.0,0.36,0.0,0.0,6,4,2
CUST00246,Dormant Customers,52,3,1985.72,0.0,0.25,1.0,1.0,6,1,3
CUST00247,Loyal Customers,57,11,5611.35,0.0,0.41363636363636364,3.0,1.0,5,2,4
CUST00248,Dormant Customers,71,7,4187.5599999999995,0.0,0.3171428571428571,0.0,0.0,2,0,6
CUST00249,Discount Sensitive,162,3,1761.46,0.0,0.4066666666666667,0.0,0.0,5,1,2
CUST00250,Dormant Customers,35,1,837.19,0.0,0.3,0.0,0.0,6,0,1
CUST00251,Discount Sensitive,41,1,966.73,1.0,0.37,1.0,1.0,14,0,1
CUST00252,Loyal Customers,190,6,5194.02,0.0,0.3216666666666667,0.0,0.0,4,2,3
CUST00253,Dormant Customers,191,3,1901.1299999999999,0.0,0.19999999999999998,0.0,0.0,3,1,3
CUST00254,Dormant Customers,183,4,3041.57,0.0,0.33999999999999997,0.0,0.0,4,1,2
CUST00255,Loyal Customers,22,6,4806.29,0.16666666666666666,0.19833333333333333,2.0,1.0,10,1,5
CUST00256,Dormant Customers,181,2,1727.8400000000001,0.0,0.105,1.0,0.0,1,0,2
CUST00257,Dormant Customers,55,2,1042.47,0.0,0.3,0.0,0.0,7,0,2
CUST00258,High Value But Unhappy,42,10,6259.64,0.0,0.27199999999999996,1.0,1.0,7,0,4
CUST00259,Dormant Customers,192,1,1519.33,0.0,0.32,0.0,0.0,0,0,1
CUST00260,Discount Sensitive,2,2,1820.81,0.0,0.395,0.0,0.0,7,0,1
CUST00261,Discount Sensitive,51,1,350.44,0.0,0.44,0.0,0.0,0,0,1
CUST00262,Dormant Customers,9,2,1318.44,0.0,0.12,0.0,0.0,5,0,2
CUST00263,Loyal Customers,25,12,7940.0,0.25,0.3475,6.0,1.0,15,2,4
CUST00264,Dormant Customers,31,2,671.0999999999999,0.0,0.31,1.0,1.0,7,1,2
CUST00265,Discount Sensitive,77,1,510.24,0.0,0.38,0.0,0.0,7,0,1
CUST00266,High Value But Unhappy,158,4,5306.62,0.25,0.255,2.0,1.0,1,0,2
CUST00267,Dormant Customers,29,4,4026.2300000000005,0.25,0.25,2.0,1.0,8,0,2
CUST00268,Discount Sensitive,9,3,2097.02,0.0,0.4166666666666667,1.0,1.0,6,1,3
CUST00269,Dormant Customers,30,3,2563.9300000000003,0.0,0.33,1.0,1.0,11,1,3
CUST00270,Dormant Customers,75,2,968.72,0.0,0.24000000000000002,0.0,0.0,8,2,2
CUST00271,Dormant Customers,32,4,3933.98,0.0,0.20750000000000002,0.0,0.0,1,0,2
CUST00272,Dormant Customers,12,13,13721.27,0.0,0.22307692307692306,0.0,0.0,7,0,4
CUST00273,Loyal Customers,13,8,6009.55,0.125,0.1925,4.0,1.0,7,1,3
CUST00274,Discount Sensitive,71,1,695.0,0.0,0.36,0.0,0.0,1,0,1
CUST00275,Loyal Customers,241,6,3879.21,0.0,0.22,1.0,0.0,5,1,3
CUST00276,Loyal Customers,47,6,8721.42,0.0,0.22,0.0,0.0,9,1,3
CUST00277,Dormant Customers,2,3,1630.27,0.0,0.24666666666666667,0.0,0.0,2,0,3
CUST00278,Dormant Customers,69,4,2768.06,0.0,0.265,2.0,0.5,7,0,2
CUST00279,Champions,12,8,5366.55,0.0,0.34875,1.0,1.0,9,2,4
CUST00280,Dormant Customers,10,8,7231.759999999999,0.0,0.26875,0.0,0.0,6,0,5
CUST00281,Dormant Customers,35,2,1161.06,0.0,0.335,0.0,0.0,3,0,2
CUST00282,Dormant Customers,296,2,774.76,0.0,0.33999999999999997,1.0,0.0,1,0,1
CUST00283,High Value But Unhappy,18,10,7871.0,0.2,0.327,4.0,0.75,8,0,5
CUST00284,Dormant Customers,291,2,781.62,0.0,0.345,0.0,0.0,1,1,1
CUST00285,Dormant Customers,13,4,2158.18,0.0,0.3175,0.0,0.0,10,0,1
CUST00286,Discount Sensitive,369,2,2027.25,0.0,0.395,1.0,1.0,1,1,2
CUST00287,Loyal Customers,69,6,6236.95,0.0,0.2866666666666667,1.0,0.0,8,1,5
CUST00288,Dormant Customers,110,2,1096.1,0.0,0.255,1.0,1.0,1,0,1
CUST00289,Discount Sensitive,5,2,811.06,0.0,0.36,0.0,0.0,5,0,2
CUST00290,Dormant Customers,9,1,251.16,0.0,0.34,1.0,1.0,6,0,1
